"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1996","1996","EUR","Euro","0","Units",,,13780,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1997","1997","EUR","Euro","0","Units",,,14222,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1998","1998","EUR","Euro","0","Units",,,14759,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1999","1999","EUR","Euro","0","Units",,,15324,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","EUR","Euro","0","Units",,,16123,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2001","2001","EUR","Euro","0","Units",,,17065,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2002","2002","EUR","Euro","0","Units",,,17771,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2003","2003","EUR","Euro","0","Units",,,18291,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","EUR","Euro","0","Units",,,19268,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","EUR","Euro","0","Units",,,20006,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","EUR","Euro","0","Units",,,20491,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","EUR","Euro","0","Units",,,21838,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","EUR","Euro","0","Units",,,23159,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","EUR","Euro","0","Units",,,23561,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","EUR","Euro","0","Units",,,24030,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","EUR","Euro","0","Units",,,24972,,
"FIN","Finland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","EUR","Euro","0","Units",,,25595,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","EUR","Euro","0","Units",,,21640,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","EUR","Euro","0","Units",,,21760,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","EUR","Euro","0","Units",,,21920,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,21970,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,22270,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,22610,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","EUR","Euro","0","Units",,,23070,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","EUR","Euro","0","Units",,,23840,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1996","1996","EUR","Euro","0","Units",,,14582,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","EUR","Euro","0","Units",,,16012,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","EUR","Euro","0","Units",,,18553,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","EUR","Euro","0","Units",,,20709,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","EUR","Euro","0","Units",,,20812,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","EUR","Euro","0","Units",,,21004,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","EUR","Euro","0","Units",,,21319,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","EUR","Euro","0","Units",,,19419,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","EUR","Euro","0","Units",,,20025,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","EUR","Euro","0","Units",,,20857,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","EUR","Euro","0","Units",,,21132,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","EUR","Euro","0","Units",,,21607,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,22055,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,22662,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,23634,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","EUR","Euro","0","Units",,,24495,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","EUR","Euro","0","Units",,,25707,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1985","1985","EUR","Euro","0","Units",,,10321,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1990","1990","EUR","Euro","0","Units",,,12893,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1995","1995","EUR","Euro","0","Units",,,15175,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","EUR","Euro","0","Units",,,17240,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","EUR","Euro","0","Units",,,18218,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","EUR","Euro","0","Units",,,19392,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","EUR","Euro","0","Units",,,20123,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","EUR","Euro","0","Units",,,20535,,
"DEU","Germany","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","EUR","Euro","0","Units",,,20142,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","EUR","Euro","0","Units",,,10700,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","EUR","Euro","0","Units",,,11017,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","EUR","Euro","0","Units",,,11498,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","EUR","Euro","0","Units",,,12401,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","EUR","Euro","0","Units",,,12950,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","EUR","Euro","0","Units",,,13517,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","EUR","Euro","0","Units",,,12082,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","EUR","Euro","0","Units",,,10259,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","EUR","Euro","0","Units",,,9220,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","EUR","Euro","0","Units",,,8521,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","EUR","Euro","0","Units",,,8504,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,8429,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,8602,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,8916,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","EUR","Euro","0","Units",,,9269,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","EUR","Euro","0","Units",,,9954,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1974","1974","EUR","Euro","0","Units",,,153,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1986","1986","EUR","Euro","0","Units",,,1556,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1994","1994","EUR","Euro","0","Units",,,5017,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1999","1999","EUR","Euro","0","Units",,,7686,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","EUR","Euro","0","Units",,,10540,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","EUR","Euro","0","Units",,,11000,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","EUR","Euro","0","Units",,,11335,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","EUR","Euro","0","Units",,,12800,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","EUR","Euro","0","Units",,,13364,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","EUR","Euro","0","Units",,,11933,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","EUR","Euro","0","Units",,,10135,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","EUR","Euro","0","Units",,,9137,,
"GRC","Greece","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","EUR","Euro","0","Units",,,8429,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","HUF","Forint","0","Units",,,1176794,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","HUF","Forint","0","Units",,,1232251,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","HUF","Forint","0","Units",,,1375248,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","HUF","Forint","0","Units",,,1381210,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","HUF","Forint","0","Units",,,1423090,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","HUF","Forint","0","Units",,,1502742,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","HUF","Forint","0","Units",,,1472706,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","HUF","Forint","0","Units",,,1509108,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","HUF","Forint","0","Units",,,1600317,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","HUF","Forint","0","Units",,,1690887,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","HUF","Forint","0","Units",,,1759991,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","HUF","Forint","0","Units",,,1847596,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","HUF","Forint","0","Units",,,2084443,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","HUF","Forint","0","Units",,,2358790,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1991","1991","HUF","Forint","0","Units",,,161761,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1995","1995","HUF","Forint","0","Units",,,289469,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","HUF","Forint","0","Units",,,649114,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","HUF","Forint","0","Units",,,1089226,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","HUF","Forint","0","Units",,,1227537,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","HUF","Forint","0","Units",,,1289652,,
"HUN","Hungary","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","HUF","Forint","0","Units",,,1485000,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","ISK","Iceland Krona","0","Units",,,2265638,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","ISK","Iceland Krona","0","Units",,,2445431,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","ISK","Iceland Krona","0","Units",,,2802800,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","ISK","Iceland Krona","0","Units",,,3227632,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","ISK","Iceland Krona","0","Units",,,3616295,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","ISK","Iceland Krona","0","Units",,,3545043,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","ISK","Iceland Krona","0","Units",,,3459516,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","ISK","Iceland Krona","0","Units",,,3517959,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","ISK","Iceland Krona","0","Units",,,3827016,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","ISK","Iceland Krona","0","Units",,,4135322,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","ISK","Iceland Krona","0","Units",,,4173509,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","ISK","Iceland Krona","0","Units",,,4721748,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","ISK","Iceland Krona","0","Units",,,5124631,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","ISK","Iceland Krona","0","Units",,,5404955,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","ISK","Iceland Krona","0","Units",,,2256791,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","ISK","Iceland Krona","0","Units",,,2435498,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","ISK","Iceland Krona","0","Units",,,2733438,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","ISK","Iceland Krona","0","Units",,,3080287,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","ISK","Iceland Krona","0","Units",,,3514974,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","ISK","Iceland Krona","0","Units",,,3437004,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","ISK","Iceland Krona","0","Units",,,3331519,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","ISK","Iceland Krona","0","Units",,,3397052,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","ISK","Iceland Krona","0","Units",,,3691477,,
"ISL","Iceland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","ISK","Iceland Krona","0","Units",,,3963149,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","EUR","Euro","0","Units",,,21470,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","EUR","Euro","0","Units",,,22695,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","EUR","Euro","0","Units",,,25549,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","EUR","Euro","0","Units",,,26492,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","EUR","Euro","0","Units",,,25130,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","EUR","Euro","0","Units",,,22656,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","EUR","Euro","0","Units",,,22262,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","EUR","Euro","0","Units",,,21771,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","EUR","Euro","0","Units",,,22148,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","EUR","Euro","0","Units",,,22654,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","EUR","Euro","0","Units",,,24162,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,25219,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,25736,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,28229,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","EUR","Euro","0","Units",,,28571,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","EUR","Euro","0","Units",,,21447,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","EUR","Euro","0","Units",,,22619,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","EUR","Euro","0","Units",,,25495,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","EUR","Euro","0","Units",,,26465,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","EUR","Euro","0","Units",,,25020,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","EUR","Euro","0","Units",,,22524,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","EUR","Euro","0","Units",,,22177,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","EUR","Euro","0","Units",,,21129,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","EUR","Euro","0","Units",,,21201,,
"IRL","Ireland","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","EUR","Euro","0","Units",,,21979,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","EUR","Euro","0","Units",,,15939,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","EUR","Euro","0","Units",,,16185,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","EUR","Euro","0","Units",,,16832,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","EUR","Euro","0","Units",,,17586,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","EUR","Euro","0","Units",,,17613,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","EUR","Euro","0","Units",,,17881,,
"ITA","Italy","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","EUR","Euro","0","Units",,,17955,,
